x,x_frac,y
80,0.01,0.008695761399566506
80,0.01,-0.06702331042136192
80,0.01,-0.0354434153893836
80,0.01,0.02609684362006258
80,0.01,-0.050006578788987455
80,0.01,0.05373479165505861
80,0.01,0.056896889127464004
80,0.01,-0.0611532614958034
80,0.01,0.0675405582719707
80,0.01,0.08361538070472166
80,0.01,0.1273699424442592
80,0.01,-0.025588457533583978
80,0.01,-0.21236682294309236
80,0.01,0.009736143835254216
80,0.01,-0.04181221431795445
80,0.01,-0.007354218608871293
80,0.01,-0.014239125511226296
80,0.01,-0.012553247242134191
80,0.01,0.005484570599584531
80,0.01,-0.022488456680683697
80,0.01,-0.09657492425899977
80,0.01,-0.04052032649580689
80,0.01,0.022788315926649042
80,0.01,0.060007344399823755
80,0.01,-0.015641363509812024
80,0.01,-0.023998161244684627
80,0.01,0.004521764004561816
80,0.01,0.005620259409616643
80,0.01,0.13697729155424554
80,0.01,0.030054719287359862
80,0.01,0.22413372908578058
80,0.01,-0.026403052378378197
80,0.01,-0.10144041922504528
80,0.01,0.08137134677228404
80,0.01,0.033174957127131297
80,0.01,0.01960108946233662
80,0.01,-0.0007201396428278883
80,0.01,0.030856064819150576
80,0.01,0.019699579486840823
80,0.01,0.2726871657139673
80,0.01,0.033475861065198405
80,0.01,0.013048385286922511
80,0.01,-0.010666949913496702
80,0.01,-0.0023493189000226215
80,0.01,0.003947398350987233
80,0.01,-0.008785274699741517
80,0.01,-0.003882427379631834
80,0.01,-0.059965681843276115
80,0.01,-0.0031717382848876954
80,0.01,0.02975730259957181
80,0.01,-0.05749058491509668
80,0.01,-0.04328166905602179
80,0.01,-0.0008839348617900811
80,0.01,-0.05866195959277893
80,0.01,0.03233695494822607
80,0.01,-0.04594758442184533
80,0.01,-0.11940800453564543
80,0.01,0.010667306098171694
80,0.01,0.004110380824589974
80,0.01,-0.053681554112066286
200,0.025,0.00096710140698967
200,0.025,-0.05028145721695042
200,0.025,0.01955221098282387
200,0.025,0.017028164665230733
200,0.025,-0.10027197389891779
200,0.025,-0.04384193002008344
200,0.025,0.019345409023188893
200,0.025,0.0018724330600391427
200,0.025,0.02850691544703616
200,0.025,-0.031688461339079946
200,0.025,-0.053717186739261055
200,0.025,-0.009745849296861802
200,0.025,-0.05653669906087662
200,0.025,0.006674768017086659
200,0.025,0.006027879851161763
200,0.025,-0.01186035679339859
200,0.025,0.020741558427209924
200,0.025,0.0238502422719819
200,0.025,-0.01579156837318928
200,0.025,0.2803605086124553
200,0.025,0.01905048638487556
200,0.025,0.045186301358395554
200,0.025,0.01827530729246817
200,0.025,0.0208639785197344
200,0.025,0.03749679753259547
200,0.025,0.08012405289766271
200,0.025,0.01449161536044881
200,0.025,-0.04568636294435986
200,0.025,0.0015133550382517135
200,0.025,0.004743652623214825
200,0.025,0.19238862936244103
200,0.025,6.241791641131471e-05
200,0.025,-0.08150378555947761
200,0.025,-0.02757512389450691
200,0.025,-0.011649534352936497
200,0.025,0.036882804845704394
200,0.025,0.006892532397963222
200,0.025,-0.02293050438229349
200,0.025,-0.053674782930425706
200,0.025,-0.01737596096029715
200,0.025,0.006871523148803609
200,0.025,-0.007280617534082421
200,0.025,-0.007786011061248253
200,0.025,-0.0021198072500379795
200,0.025,-0.030909812513030436
200,0.025,-0.0032174206893961347
200,0.025,0.005331090474460021
200,0.025,-0.13671725897491566
200,0.025,-0.02798217488671984
200,0.025,-0.023176357791746437
200,0.025,0.014336705346823374
200,0.025,-0.04343918494962818
200,0.025,0.03929149277877264
200,0.025,0.10980014085772966
200,0.025,-0.04614109246251443
200,0.025,0.0496334201031595
200,0.025,0.04191330555113424
200,0.025,0.08053568446481484
200,0.025,-0.0038228790885363653
200,0.025,0.0388570268374395
400,0.05,0.018818933483148347
400,0.05,0.01628122315231454
400,0.05,-0.10161710011801149
400,0.05,-0.05249840310356246
400,0.05,-0.033400324422348984
400,0.05,0.04108458476952652
400,0.05,-0.0016278729502071344
400,0.05,-0.031637859677874657
400,0.05,-0.06023432134609932
400,0.05,0.025864851223849166
400,0.05,0.002378931295810318
400,0.05,-0.056153661136110075
400,0.05,-0.011036292985492855
400,0.05,0.26492054922050373
400,0.05,0.0010670110202692306
400,0.05,-0.01719121293782696
400,0.05,0.02118052860557562
400,0.05,0.023876735280754686
400,0.05,-0.011211185667508458
400,0.05,-0.04905907239746579
400,0.05,0.01997443456224487
400,0.05,0.04691181827371668
400,0.05,0.017724959763116457
400,0.05,0.015783310040530206
400,0.05,0.03973690518812078
400,0.05,0.08277685193774179
400,0.05,0.02014070487565792
400,0.05,0.011888530166301417
400,0.05,0.02648635758093839
400,0.05,0.01050578905850586
400,0.05,-0.01199235694723412
400,0.05,0.006080980384681094
400,0.05,-0.02494494168787614
400,0.05,-0.00985315943590628
400,0.05,0.022398064201010537
400,0.05,-0.0015424002809746895
400,0.05,-0.012050833851735943
400,0.05,-0.024162082491927483
400,0.05,-0.01470547886124089
400,0.05,0.007589459008960599
400,0.05,-0.005545406072299803
400,0.05,-0.0034835829945176577
400,0.05,0.0012628418736306912
400,0.05,-0.032583318713344
400,0.05,-0.006211522332958415
400,0.05,-0.07933231032243997
400,0.05,-0.1188248626738845
400,0.05,0.11102149143818353
400,0.05,-0.024319532124654885
400,0.05,-0.02410317425521689
400,0.05,0.19264885847315866
400,0.05,-0.04586235307239658
400,0.05,0.03823033251237324
400,0.05,0.021964876790762585
400,0.05,-0.045514087809299025
400,0.05,0.04772809892233969
400,0.05,0.022012220055185737
400,0.05,0.06845074181121424
400,0.05,0.003530237092211391
400,0.05,0.038384920425386417
600,0.075,0.0027423485636096957
600,0.075,0.017991683002496508
600,0.075,0.016099257634037425
600,0.075,-0.10321747484645284
600,0.075,-0.04194899878046152
600,0.075,0.010205501216077426
600,0.075,-0.05850303841062332
600,0.075,-0.0005291647378314934
600,0.075,0.028408160683433152
600,0.075,-0.021139263248049964
600,0.075,-0.04656782514374939
600,0.075,-0.011808927730136998
600,0.075,-0.028536501738657006
600,0.075,0.011859457106742487
600,0.075,0.022513435613581403
600,0.075,-0.015445745751852837
600,0.075,0.022470466697807348
600,0.075,0.01188714510582779
600,0.075,-0.009726549280622922
600,0.075,0.27931334537929436
600,0.075,0.05025958422606554
600,0.075,0.018158320920891383
600,0.075,0.016527170046862633
600,0.075,0.043559442103661965
600,0.075,0.08341631649491255
600,0.075,0.02099704242296014
600,0.075,0.01263270272523103
600,0.075,-0.038184780590052696
600,0.075,0.001088474056806401
600,0.075,0.01729013664654758
600,0.075,-0.062329190815477845
600,0.075,-0.008274914410507525
600,0.075,0.005724374437663429
600,0.075,-0.02590805022745746
600,0.075,-0.014419456370987672
600,0.075,0.03540890461696545
600,0.075,0.007852141846872981
600,0.075,-0.021473572403829282
600,0.075,-0.04654624131184073
600,0.075,0.008421971238641605
600,0.075,-0.003798120944659953
600,0.075,-0.006822998783168248
600,0.075,0.0002831492357103116
600,0.075,-0.024182128372825046
600,0.075,-0.014506471864513593
600,0.075,-0.017086248114017998
600,0.075,-0.09821002943814328
600,0.075,0.18688585583911016
600,0.075,-0.00961491456474464
600,0.075,-0.018254801676595992
600,0.075,0.009281675954580532
600,0.075,-0.033048407063714313
600,0.075,0.03469739236306596
600,0.075,0.09186534181240572
600,0.075,-0.033786364628051305
600,0.075,0.03784514128503028
600,0.075,0.03970245274933475
600,0.075,0.06262301031118339
600,0.075,-0.000949911741033664
600,0.075,0.028009062178106586
800,0.1,-0.008005693033748797
800,0.1,0.0011166250228267672
800,0.1,0.016607722755456654
800,0.1,0.00892284339016036
800,0.1,-0.11341294962009804
800,0.1,-0.02840973502537877
800,0.1,0.026480266031543485
800,0.1,-0.0599048022670343
800,0.1,-0.0009678295914043389
800,0.1,-0.02556445453127595
800,0.1,-0.0455796139590092
800,0.1,0.014586425470733275
800,0.1,-0.01895660257660293
800,0.1,0.015180884139835258
800,0.1,0.022968403762052385
800,0.1,0.0001635768628977097
800,0.1,-0.008236384258265133
800,0.1,0.02420627465307235
800,0.1,0.004935831741857603
800,0.1,-0.014449916123577346
800,0.1,0.28788280872172256
800,0.1,0.022789811208130294
800,0.1,0.060803446434789604
800,0.1,0.024627510818070988
800,0.1,0.015626757546957984
800,0.1,0.046381178737439605
800,0.1,0.08953136032876415
800,0.1,-0.045006796233172504
800,0.1,0.006201742575917044
800,0.1,0.010900057237663281
800,0.1,0.2036875173901089
800,0.1,0.010254437250474244
800,0.1,-0.06655665679599118
800,0.1,0.005598833942744606
800,0.1,-0.02658313243418353
800,0.1,-0.02050054545036764
800,0.1,0.05360302782548854
800,0.1,0.020717153091885602
800,0.1,-0.03656038090650319
800,0.1,-0.0698291061506784
800,0.1,0.011089359260587454
800,0.1,-0.00453573036090642
800,0.1,-0.011528709194240174
800,0.1,-0.0006616562075765841
800,0.1,-0.03469468897882786
800,0.1,-0.020146253123192338
800,0.1,-0.13526029123366423
800,0.1,-0.007076564542583614
800,0.1,-0.03350161222960188
800,0.1,-0.023947068796480467
800,0.1,0.017231867750406797
800,0.1,0.04722949512671892
800,0.1,0.038066639668912966
800,0.1,-0.035816251859895065
800,0.1,0.09926669910553473
800,0.1,0.04907288967904202
800,0.1,0.06430044534834359
800,0.1,0.08976050221765278
800,0.1,-0.01756560627879249
800,0.1,-0.0470509987902389
1600,0.2,-0.03568200482246735
1600,0.2,0.07210629855133674
1600,0.2,0.07101658585699532
1600,0.2,0.031945387416450415
1600,0.2,0.023489831305714484
1600,0.2,0.0804531188309527
1600,0.2,-0.020919901058903904
1600,0.2,0.008202659030676036
1600,0.2,-0.014093941495741271
1600,0.2,-0.011048958434120895
1600,0.2,-0.018469531187281472
1600,0.2,0.04093135424327305
1600,0.2,-0.10173699466884678
1600,0.2,-0.025086262810522474
1600,0.2,-0.02033986281567028
1600,0.2,-0.02516471392217959
1600,0.2,0.003566173367962051
1600,0.2,-0.014091200789985275
1600,0.2,-0.0028861701776197
1600,0.2,0.011707368678836571
1600,0.2,-0.01690532775154546
1600,0.2,-0.06985503014784222
1600,0.2,-0.038010225147645335
1600,0.2,0.02104233204291031
1600,0.2,0.05264385334147404
1600,0.2,-0.02306992108456102
1600,0.2,0.002930577897855793
1600,0.2,0.19415650521264158
1600,0.2,-0.05517064886761269
1600,0.2,0.0015611291944366457
1600,0.2,-0.03367841493319998
1600,0.2,0.01635177447110367
1600,0.2,0.017110031014154287
1600,0.2,0.08451554405000851
1600,0.2,0.040428421885527616
1600,0.2,0.0148247299638357
1600,0.2,0.009982740084058861
1600,0.2,0.045804408453756204
1600,0.2,0.01690617653563004
1600,0.2,0.29514682491785427
1600,0.2,-0.007513502853317968
1600,0.2,0.01685616261052774
1600,0.2,0.0243545644527626
1600,0.2,-0.011433435246939459
1600,0.2,0.0008085140205286301
1600,0.2,0.008141210363659555
1600,0.2,-0.00869565852027528
1600,0.2,0.017106937285447814
1600,0.2,0.010689597331934773
1600,0.2,-0.11149767070105693
1600,0.2,-0.03360626614234112
1600,0.2,-0.022434817019332892
1600,0.2,-0.05921276522107864
1600,0.2,0.0030773832734714546
1600,0.2,0.02249396043709945
1600,0.2,-0.016405308281981754
1600,0.2,-0.03966591513674939
1600,0.2,0.0026541765505307723
1600,0.2,0.008784543406286276
1600,0.2,0.00484044351610891
